Sr_No,Customer_Name,Overview,Geographical_Presence,Product_Offering,Industry_Vertical,Cloud_Platforms,License_Ecosystem,Optimization_Type,Pain_Points,Trigger_Event,Key_Stakeholders,Cloud_Optimization_Potential,ELO_Optimization_Potential,Total_Optimization_Potential,Decision_Maker,Phone,Fax,Email,Website,Annual_IT_Spend_M,Current_Cloud_Spend_M,Current_License_Spend_M,Potential_Cloud_Savings_M,Potential_License_Savings_M,Total_Potential_Savings_M,Number_of_Employees,IT_Team_Size,Number_of_VMs,Physical_Servers,Number_of_Databases,Number_of_Applications,Microsoft_Licenses,SAP_Licenses,Oracle_Licenses,Azure_VMs,Azure_Storage_TB,Azure_Monthly_Spend_K,AWS_EC2_Instances,AWS_S3_Storage_TB,AWS_Monthly_Spend_K,GCP_VMs,GCP_Storage_TB,GCP_Monthly_Spend_K,Implementation_Cost_K,Monthly_Savings_K,ROI_Payback_Months,Last_Contact_Days_Ago,Engagement_Score
68,Energy / Oil & Gas Services Customer 3,U.S. oilfield services & technology leader serving upstream energy operators,"HQ: Houston, TX; operates across South Central U.S.","Oilfield services, digital operations, subsurface software, enterprise applications",Energy / Oil & Gas Services,AWS (Amazon Web Services),"Oracle Cloud, SAP, Microsoft",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CIO, VP Digital/IT, Head of Cloud Transformation, Global Procurement (IT)",28,13,41,VP Infrastructure,+1-676-984-2156,+1 (732) 314-5374,contact@halliburtoncompany.com,www.halliburtoncompany.com,409,176.28,134.81,49.36,17.53,66.89,49862,1796,2505,217,256,877,22691,10585,9175,0,0,0.0,649,400,14690.0,0,0,0.0,133,5574.2,0.0,15,4
69,Energy / Oil & Gas Services Customer 4,U.S. oilfield services & technology leader serving upstream energy operators,"HQ: Houston, TX; operates across South Central U.S.","Oilfield services, digital operations, subsurface software, enterprise applications",Energy / Oil & Gas Services,AWS (Amazon Web Services),"Oracle Cloud, SAP, Microsoft",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CIO, VP Digital/IT, Head of Cloud Transformation, Global Procurement (IT)",28,13,41,VP Infrastructure,+1-683-997-2173,+1 (732) 314-5374,contact@halliburtoncompany.com,www.halliburtoncompany.com,409,176.28,134.81,49.36,17.53,66.89,49862,1796,2505,217,256,877,22691,10585,9175,0,0,0.0,649,400,14690.0,0,0,0.0,133,5574.2,0.0,15,4
70,Energy / Oil & Gas Services Customer 5,U.S. oilfield services & technology leader serving upstream energy operators,"HQ: Houston, TX; operates across South Central U.S.","Oilfield services, digital operations, subsurface software, enterprise applications",Energy / Oil & Gas Services,AWS (Amazon Web Services),"Oracle Cloud, SAP, Microsoft",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CIO, VP Digital/IT, Head of Cloud Transformation, Global Procurement (IT)",28,13,41,VP Infrastructure,+1-690-110-2190,+1 (732) 314-5374,contact@halliburtoncompany.com,www.halliburtoncompany.com,409,176.28,134.81,49.36,17.53,66.89,49862,1796,2505,217,256,877,22691,10585,9175,0,0,0.0,649,400,14690.0,0,0,0.0,133,5574.2,0.0,15,4
71,Industrial Manufacturing Customer 1,U.S. manufacturer of tooling and industrial materials; operates smart factories,"HQ: Pittsburgh, PA; operates across Northeast U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Industrial Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Enterprise License Optimization (ELO),Multi-cloud cost optimization and license compliance across distributed systems,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",0,18,18,VP IT Operations,+1-697-123-2207,+1 (479) 758-8517,contact@kennametalinc.com,www.kennametalinc.com,123,28.22,30.67,0.0,5.52,5.52,146289,4078,4009,647,224,841,62493,9165,16746,0,0,0.0,1210,96,2351.7,0,0,0.0,243,460.0,0.5,13,2
72,Industrial Manufacturing Customer 2,U.S. manufacturer of tooling and industrial materials; operates smart factories,"HQ: Pittsburgh, PA; operates across Northeast U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Industrial Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Enterprise License Optimization (ELO),Multi-cloud cost optimization and license compliance across distributed systems,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",0,18,18,VP IT Operations,+1-704-136-2224,+1 (479) 758-8517,contact@kennametalinc.com,www.kennametalinc.com,123,28.22,30.67,0.0,5.52,5.52,146289,4078,4009,647,224,841,62493,9165,16746,0,0,0.0,1210,96,2351.7,0,0,0.0,243,460.0,0.5,13,2
73,Industrial Manufacturing Customer 3,U.S. manufacturer of tooling and industrial materials; operates smart factories,"HQ: Pittsburgh, PA; operates across Northeast U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Industrial Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Enterprise License Optimization (ELO),Multi-cloud cost optimization and license compliance across distributed systems,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",0,18,18,VP IT Operations,+1-711-149-2241,+1 (479) 758-8517,contact@kennametalinc.com,www.kennametalinc.com,123,28.22,30.67,0.0,5.52,5.52,146289,4078,4009,647,224,841,62493,9165,16746,0,0,0.0,1210,96,2351.7,0,0,0.0,243,460.0,0.5,13,2
74,Industrial Manufacturing Customer 4,U.S. manufacturer of tooling and industrial materials; operates smart factories,"HQ: Pittsburgh, PA; operates across Northeast U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Industrial Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Enterprise License Optimization (ELO),Multi-cloud cost optimization and license compliance across distributed systems,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",0,18,18,VP IT Operations,+1-718-162-2258,+1 (479) 758-8517,contact@kennametalinc.com,www.kennametalinc.com,123,28.22,30.67,0.0,5.52,5.52,146289,4078,4009,647,224,841,62493,9165,16746,0,0,0.0,1210,96,2351.7,0,0,0.0,243,460.0,0.5,13,2
75,Industrial Manufacturing Customer 5,U.S. manufacturer of tooling and industrial materials; operates smart factories,"HQ: Pittsburgh, PA; operates across Northeast U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Industrial Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Enterprise License Optimization (ELO),Multi-cloud cost optimization and license compliance across distributed systems,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",0,18,18,VP IT Operations,+1-725-175-2275,+1 (479) 758-8517,contact@kennametalinc.com,www.kennametalinc.com,123,28.22,30.67,0.0,5.52,5.52,146289,4078,4009,647,224,841,62493,9165,16746,0,0,0.0,1210,96,2351.7,0,0,0.0,243,460.0,0.5,13,2
76,Consumer Goods / CPG Customer 1,"Consumer goods corporation with global brands in beauty, healthcare, and household products","HQ: Cincinnati, OH; operates across Midwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Consumer Goods / CPG,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",24,11,35,VP Infrastructure,+1-732-188-2292,+1 (914) 798-9797,contact@procter&gamble.com,www.procter&gamble.com,434,99.84,142.44,23.96,15.67,39.63,34242,986,1795,514,21,639,21403,3027,4208,0,0,0.0,417,495,8320.0,0,0,0.0,210,3302.5,0.1,77,9
77,Consumer Goods / CPG Customer 2,"Consumer goods corporation with global brands in beauty, healthcare, and household products","HQ: Cincinnati, OH; operates across Midwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Consumer Goods / CPG,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",24,11,35,VP Infrastructure,+1-739-201-2309,+1 (914) 798-9797,contact@procter&gamble.com,www.procter&gamble.com,434,99.84,142.44,23.96,15.67,39.63,34242,986,1795,514,21,639,21403,3027,4208,0,0,0.0,417,495,8320.0,0,0,0.0,210,3302.5,0.1,77,9
78,Consumer Goods / CPG Customer 3,"Consumer goods corporation with global brands in beauty, healthcare, and household products","HQ: Cincinnati, OH; operates across Midwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Consumer Goods / CPG,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",24,11,35,VP Infrastructure,+1-746-214-2326,+1 (914) 798-9797,contact@procter&gamble.com,www.procter&gamble.com,434,99.84,142.44,23.96,15.67,39.63,34242,986,1795,514,21,639,21403,3027,4208,0,0,0.0,417,495,8320.0,0,0,0.0,210,3302.5,0.1,77,9
79,Consumer Goods / CPG Customer 4,"Consumer goods corporation with global brands in beauty, healthcare, and household products","HQ: Cincinnati, OH; operates across Midwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Consumer Goods / CPG,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",24,11,35,VP Infrastructure,+1-753-227-2343,+1 (914) 798-9797,contact@procter&gamble.com,www.procter&gamble.com,434,99.84,142.44,23.96,15.67,39.63,34242,986,1795,514,21,639,21403,3027,4208,0,0,0.0,417,495,8320.0,0,0,0.0,210,3302.5,0.1,77,9
80,Consumer Goods / CPG Customer 5,"Consumer goods corporation with global brands in beauty, healthcare, and household products","HQ: Cincinnati, OH; operates across Midwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Consumer Goods / CPG,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",24,11,35,VP Infrastructure,+1-760-240-2360,+1 (914) 798-9797,contact@procter&gamble.com,www.procter&gamble.com,434,99.84,142.44,23.96,15.67,39.63,34242,986,1795,514,21,639,21403,3027,4208,0,0,0.0,417,495,8320.0,0,0,0.0,210,3302.5,0.1,77,9
81,Healthcare / Pharmaceuticals Customer 1,Pharmaceutical and consumer healthcare company with medical devices division,"HQ: New Brunswick, NJ; operates across Northeast U.S.","Healthcare services, pharmaceutical R&D, medical devices, patient systems",Healthcare / Pharmaceuticals,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Cloud FinOps,"Data-center exit & application migration at scale - cost, performance, governance, and licensing alignment needs",Recent Oracle audit notice triggering compliance review and optimization initiative,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",23,0,23,CIO,+1-767-253-2377,+1 (914) 471-6038,contact@johnson&johnson.com,www.johnson&johnson.com,172,28.79,64.6,6.62,0.0,6.62,25645,578,4481,120,292,357,9207,5504,3943,0,0,0.0,1325,134,2399.2,371,300,2399.2,273,551.7,0.5,156,7
82,Healthcare / Pharmaceuticals Customer 2,Pharmaceutical and consumer healthcare company with medical devices division,"HQ: New Brunswick, NJ; operates across Northeast U.S.","Healthcare services, pharmaceutical R&D, medical devices, patient systems",Healthcare / Pharmaceuticals,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Cloud FinOps,"Data-center exit & application migration at scale - cost, performance, governance, and licensing alignment needs",Recent Oracle audit notice triggering compliance review and optimization initiative,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",23,0,23,CIO,+1-774-266-2394,+1 (914) 471-6038,contact@johnson&johnson.com,www.johnson&johnson.com,172,28.79,64.6,6.62,0.0,6.62,25645,578,4481,120,292,357,9207,5504,3943,0,0,0.0,1325,134,2399.2,371,300,2399.2,273,551.7,0.5,156,7
83,Healthcare / Pharmaceuticals Customer 3,Pharmaceutical and consumer healthcare company with medical devices division,"HQ: New Brunswick, NJ; operates across Northeast U.S.","Healthcare services, pharmaceutical R&D, medical devices, patient systems",Healthcare / Pharmaceuticals,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Cloud FinOps,"Data-center exit & application migration at scale - cost, performance, governance, and licensing alignment needs",Recent Oracle audit notice triggering compliance review and optimization initiative,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",23,0,23,CIO,+1-781-279-2411,+1 (914) 471-6038,contact@johnson&johnson.com,www.johnson&johnson.com,172,28.79,64.6,6.62,0.0,6.62,25645,578,4481,120,292,357,9207,5504,3943,0,0,0.0,1325,134,2399.2,371,300,2399.2,273,551.7,0.5,156,7
84,Healthcare / Pharmaceuticals Customer 4,Pharmaceutical and consumer healthcare company with medical devices division,"HQ: New Brunswick, NJ; operates across Northeast U.S.","Healthcare services, pharmaceutical R&D, medical devices, patient systems",Healthcare / Pharmaceuticals,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Cloud FinOps,"Data-center exit & application migration at scale - cost, performance, governance, and licensing alignment needs",Recent Oracle audit notice triggering compliance review and optimization initiative,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",23,0,23,CIO,+1-788-292-2428,+1 (914) 471-6038,contact@johnson&johnson.com,www.johnson&johnson.com,172,28.79,64.6,6.62,0.0,6.62,25645,578,4481,120,292,357,9207,5504,3943,0,0,0.0,1325,134,2399.2,371,300,2399.2,273,551.7,0.5,156,7
85,Healthcare / Pharmaceuticals Customer 5,Pharmaceutical and consumer healthcare company with medical devices division,"HQ: New Brunswick, NJ; operates across Northeast U.S.","Healthcare services, pharmaceutical R&D, medical devices, patient systems",Healthcare / Pharmaceuticals,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Cloud FinOps,"Data-center exit & application migration at scale - cost, performance, governance, and licensing alignment needs",Recent Oracle audit notice triggering compliance review and optimization initiative,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",23,0,23,CIO,+1-795-305-2445,+1 (914) 471-6038,contact@johnson&johnson.com,www.johnson&johnson.com,172,28.79,64.6,6.62,0.0,6.62,25645,578,4481,120,292,357,9207,5504,3943,0,0,0.0,1325,134,2399.2,371,300,2399.2,273,551.7,0.5,156,7
86,Retail / E-commerce Customer 1,Multinational retail corporation operating hypermarkets and grocery stores,"HQ: Bentonville, AR; operates across South Central U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Retail / E-commerce,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),Managing legacy Oracle licenses while migrating to cloud; compliance and cost visibility gaps,Microsoft EA renewal approaching; opportunity to rightsize M365 and Azure subscriptions,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,18,18,VP Infrastructure,+1-802-318-2462,+1 (914) 446-1344,contact@walmartinc.com,www.walmartinc.com,351,110.98,111.51,0.0,20.07,20.07,6885,152,982,284,54,164,6760,776,195,0,0,0.0,1252,171,9248.3,0,0,0.0,121,1672.5,0.1,172,8
87,Retail / E-commerce Customer 2,Multinational retail corporation operating hypermarkets and grocery stores,"HQ: Bentonville, AR; operates across South Central U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Retail / E-commerce,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),Managing legacy Oracle licenses while migrating to cloud; compliance and cost visibility gaps,Microsoft EA renewal approaching; opportunity to rightsize M365 and Azure subscriptions,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,18,18,VP Infrastructure,+1-809-331-2479,+1 (914) 446-1344,contact@walmartinc.com,www.walmartinc.com,351,110.98,111.51,0.0,20.07,20.07,6885,152,982,284,54,164,6760,776,195,0,0,0.0,1252,171,9248.3,0,0,0.0,121,1672.5,0.1,172,8
88,Retail / E-commerce Customer 3,Multinational retail corporation operating hypermarkets and grocery stores,"HQ: Bentonville, AR; operates across South Central U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Retail / E-commerce,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),Managing legacy Oracle licenses while migrating to cloud; compliance and cost visibility gaps,Microsoft EA renewal approaching; opportunity to rightsize M365 and Azure subscriptions,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,18,18,VP Infrastructure,+1-816-344-2496,+1 (914) 446-1344,contact@walmartinc.com,www.walmartinc.com,351,110.98,111.51,0.0,20.07,20.07,6885,152,982,284,54,164,6760,776,195,0,0,0.0,1252,171,9248.3,0,0,0.0,121,1672.5,0.1,172,8
89,Retail / E-commerce Customer 4,Multinational retail corporation operating hypermarkets and grocery stores,"HQ: Bentonville, AR; operates across South Central U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Retail / E-commerce,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),Managing legacy Oracle licenses while migrating to cloud; compliance and cost visibility gaps,Microsoft EA renewal approaching; opportunity to rightsize M365 and Azure subscriptions,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,18,18,VP Infrastructure,+1-823-357-2513,+1 (914) 446-1344,contact@walmartinc.com,www.walmartinc.com,351,110.98,111.51,0.0,20.07,20.07,6885,152,982,284,54,164,6760,776,195,0,0,0.0,1252,171,9248.3,0,0,0.0,121,1672.5,0.1,172,8
90,Retail / E-commerce Customer 5,Multinational retail corporation operating hypermarkets and grocery stores,"HQ: Bentonville, AR; operates across South Central U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Retail / E-commerce,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),Managing legacy Oracle licenses while migrating to cloud; compliance and cost visibility gaps,Microsoft EA renewal approaching; opportunity to rightsize M365 and Azure subscriptions,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,18,18,VP Infrastructure,+1-830-370-2530,+1 (914) 446-1344,contact@walmartinc.com,www.walmartinc.com,351,110.98,111.51,0.0,20.07,20.07,6885,152,982,284,54,164,6760,776,195,0,0,0.0,1252,171,9248.3,0,0,0.0,121,1672.5,0.1,172,8
91,Automotive / Manufacturing Customer 1,Automotive manufacturer with global manufacturing and distribution,"HQ: Dearborn, MI; operates across Midwest U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Automotive / Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",18,17,35,VP Cloud Platforms,+1-837-383-2547,+1 (479) 578-1887,contact@fordmotorcompany.com,www.fordmotorcompany.com,394,136.34,129.72,24.54,22.05,46.59,20889,670,3279,161,147,492,8116,4493,3725,0,0,0.0,487,266,11361.7,0,0,0.0,96,3882.5,0.0,72,8
92,Automotive / Manufacturing Customer 2,Automotive manufacturer with global manufacturing and distribution,"HQ: Dearborn, MI; operates across Midwest U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Automotive / Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",18,17,35,VP Cloud Platforms,+1-844-396-2564,+1 (479) 578-1887,contact@fordmotorcompany.com,www.fordmotorcompany.com,394,136.34,129.72,24.54,22.05,46.59,20889,670,3279,161,147,492,8116,4493,3725,0,0,0.0,487,266,11361.7,0,0,0.0,96,3882.5,0.0,72,8
93,Automotive / Manufacturing Customer 3,Automotive manufacturer with global manufacturing and distribution,"HQ: Dearborn, MI; operates across Midwest U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Automotive / Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",18,17,35,VP Cloud Platforms,+1-851-409-2581,+1 (479) 578-1887,contact@fordmotorcompany.com,www.fordmotorcompany.com,394,136.34,129.72,24.54,22.05,46.59,20889,670,3279,161,147,492,8116,4493,3725,0,0,0.0,487,266,11361.7,0,0,0.0,96,3882.5,0.0,72,8
94,Automotive / Manufacturing Customer 4,Automotive manufacturer with global manufacturing and distribution,"HQ: Dearborn, MI; operates across Midwest U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Automotive / Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",18,17,35,VP Cloud Platforms,+1-858-422-2598,+1 (479) 578-1887,contact@fordmotorcompany.com,www.fordmotorcompany.com,394,136.34,129.72,24.54,22.05,46.59,20889,670,3279,161,147,492,8116,4493,3725,0,0,0.0,487,266,11361.7,0,0,0.0,96,3882.5,0.0,72,8
95,Automotive / Manufacturing Customer 5,Automotive manufacturer with global manufacturing and distribution,"HQ: Dearborn, MI; operates across Midwest U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Automotive / Manufacturing,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",18,17,35,VP Cloud Platforms,+1-865-435-2615,+1 (479) 578-1887,contact@fordmotorcompany.com,www.fordmotorcompany.com,394,136.34,129.72,24.54,22.05,46.59,20889,670,3279,161,147,492,8116,4493,3725,0,0,0.0,487,266,11361.7,0,0,0.0,96,3882.5,0.0,72,8
96,Financial Services / Banking Customer 1,Multinational investment bank and financial services company,"HQ: Charlotte, NC; operates across Southeast U.S.","Financial services, trading platforms, risk management, customer banking systems",Financial Services / Banking,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,15,15,CIO,+1-872-448-2632,+1 (313) 614-9701,contact@bankofamerica.com,www.bankofamerica.com,130,21.72,39.2,0.0,5.88,5.88,53712,1184,1056,741,140,926,12856,15527,9383,0,0,0.0,704,346,1810.0,0,0,0.0,202,490.0,0.4,11,10
97,Financial Services / Banking Customer 2,Multinational investment bank and financial services company,"HQ: Charlotte, NC; operates across Southeast U.S.","Financial services, trading platforms, risk management, customer banking systems",Financial Services / Banking,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,15,15,CIO,+1-879-461-2649,+1 (313) 614-9701,contact@bankofamerica.com,www.bankofamerica.com,130,21.72,39.2,0.0,5.88,5.88,53712,1184,1056,741,140,926,12856,15527,9383,0,0,0.0,704,346,1810.0,0,0,0.0,202,490.0,0.4,11,10
98,Financial Services / Banking Customer 3,Multinational investment bank and financial services company,"HQ: Charlotte, NC; operates across Southeast U.S.","Financial services, trading platforms, risk management, customer banking systems",Financial Services / Banking,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,15,15,CIO,+1-886-474-2666,+1 (313) 614-9701,contact@bankofamerica.com,www.bankofamerica.com,130,21.72,39.2,0.0,5.88,5.88,53712,1184,1056,741,140,926,12856,15527,9383,0,0,0.0,704,346,1810.0,0,0,0.0,202,490.0,0.4,11,10
99,Financial Services / Banking Customer 4,Multinational investment bank and financial services company,"HQ: Charlotte, NC; operates across Southeast U.S.","Financial services, trading platforms, risk management, customer banking systems",Financial Services / Banking,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,15,15,CIO,+1-893-487-2683,+1 (313) 614-9701,contact@bankofamerica.com,www.bankofamerica.com,130,21.72,39.2,0.0,5.88,5.88,53712,1184,1056,741,140,926,12856,15527,9383,0,0,0.0,704,346,1810.0,0,0,0.0,202,490.0,0.4,11,10
100,Financial Services / Banking Customer 5,Multinational investment bank and financial services company,"HQ: Charlotte, NC; operates across Southeast U.S.","Financial services, trading platforms, risk management, customer banking systems",Financial Services / Banking,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",0,15,15,CIO,+1-900-500-2700,+1 (313) 614-9701,contact@bankofamerica.com,www.bankofamerica.com,130,21.72,39.2,0.0,5.88,5.88,53712,1184,1056,741,140,926,12856,15527,9383,0,0,0.0,704,346,1810.0,0,0,0.0,202,490.0,0.4,11,10
